event_id,voter_id,polling_station_id,event_type,event_timestamp,queue_time_minutes,processing_time_minutes,status
7357,VOTER011114,PS-014,PROCESSING_COMPLETED,2026-01-15T09:50:00,12.7,3.48,COMPLETED
7358,VOTER011116,PS-016,PROCESSING_COMPLETED,2026-01-15T14:36:00,10.47,3.09,COMPLETED
7359,VOTER011117,PS-017,PROCESSING_COMPLETED,2026-01-15T10:15:00,5.94,3.43,COMPLETED
7360,VOTER011118,PS-018,PROCESSING_COMPLETED,2026-01-15T10:15:00,5.17,5.84,COMPLETED
7361,VOTER011119,PS-019,PROCESSING_COMPLETED,2026-01-15T17:08:00,15.5,4.84,COMPLETED
7362,VOTER011120,PS-020,PROCESSING_COMPLETED,2026-01-15T15:20:00,8.16,5.87,COMPLETED
7363,VOTER011122,PS-022,PROCESSING_COMPLETED,2026-01-15T14:17:00,7.74,7.03,COMPLETED
7364,VOTER011124,PS-024,PROCESSING_COMPLETED,2026-01-15T15:40:00,10.25,2.6,COMPLETED
7365,VOTER011125,PS-025,PROCESSING_COMPLETED,2026-01-15T17:45:00,10.53,7.24,COMPLETED
7366,VOTER011127,PS-027,PROCESSING_COMPLETED,2026-01-15T16:11:00,8.6,3.77,COMPLETED
7367,VOTER011128,PS-028,PROCESSING_COMPLETED,2026-01-15T07:42:00,8.15,3.88,COMPLETED
7368,VOTER011129,PS-029,PROCESSING_COMPLETED,2026-01-15T12:03:00,4.43,6.77,COMPLETED
7369,VOTER011130,PS-030,PROCESSING_COMPLETED,2026-01-15T16:53:00,1.05,6.52,COMPLETED
7370,VOTER011134,PS-034,PROCESSING_COMPLETED,2026-01-15T12:45:00,12.68,6.29,COMPLETED
7371,VOTER011135,PS-035,PROCESSING_COMPLETED,2026-01-15T15:41:00,9.91,6.66,COMPLETED
7372,VOTER011137,PS-037,PROCESSING_COMPLETED,2026-01-15T16:17:00,11.8,2.15,COMPLETED
7373,VOTER011138,PS-038,PROCESSING_COMPLETED,2026-01-15T07:04:00,0.2,1.99,COMPLETED
7374,VOTER011139,PS-039,PROCESSING_COMPLETED,2026-01-15T14:02:00,11.18,6.11,COMPLETED
7375,VOTER011141,PS-041,PROCESSING_COMPLETED,2026-01-15T09:59:00,4.9,4.27,COMPLETED
7376,VOTER011143,PS-043,PROCESSING_COMPLETED,2026-01-15T15:33:00,10.15,7.15,COMPLETED
7377,VOTER011144,PS-044,PROCESSING_COMPLETED,2026-01-15T15:43:00,9.79,6.6,COMPLETED
7378,VOTER011147,PS-047,PROCESSING_COMPLETED,2026-01-15T17:10:00,8.09,6.7,COMPLETED
7379,VOTER011151,PS-001,PROCESSING_COMPLETED,2026-01-15T07:06:00,3.83,4.86,COMPLETED
7380,VOTER011152,PS-002,PROCESSING_COMPLETED,2026-01-15T12:46:00,4.58,7.02,COMPLETED
7381,VOTER011153,PS-003,PROCESSING_COMPLETED,2026-01-15T09:18:00,9.55,4.86,COMPLETED
7382,VOTER011155,PS-005,PROCESSING_COMPLETED,2026-01-15T16:51:00,5.4,6.19,COMPLETED
7383,VOTER011156,PS-006,PROCESSING_COMPLETED,2026-01-15T07:06:00,12.04,8.5,COMPLETED
7384,VOTER011157,PS-007,PROCESSING_COMPLETED,2026-01-15T09:05:00,6.39,3.1,COMPLETED
7385,VOTER011158,PS-008,PROCESSING_COMPLETED,2026-01-15T08:32:00,10.85,4.17,COMPLETED
7386,VOTER011159,PS-009,PROCESSING_COMPLETED,2026-01-15T14:45:00,6.77,6.48,COMPLETED
7387,VOTER011160,PS-010,PROCESSING_COMPLETED,2026-01-15T08:59:00,1.5,8.85,COMPLETED
7388,VOTER011162,PS-012,PROCESSING_COMPLETED,2026-01-15T13:56:00,2.24,1.72,COMPLETED
7389,VOTER011163,PS-013,PROCESSING_COMPLETED,2026-01-15T08:42:00,7.08,9.46,COMPLETED
7390,VOTER011164,PS-014,PROCESSING_COMPLETED,2026-01-15T15:24:00,7.75,2.64,COMPLETED
7391,VOTER011165,PS-015,PROCESSING_COMPLETED,2026-01-15T14:28:00,15.43,6.57,COMPLETED
7392,VOTER011166,PS-016,PROCESSING_COMPLETED,2026-01-15T15:49:00,4.74,5.37,COMPLETED
7393,VOTER011167,PS-017,PROCESSING_COMPLETED,2026-01-15T17:12:00,2.45,2.14,COMPLETED
7394,VOTER011168,PS-018,PROCESSING_COMPLETED,2026-01-15T13:09:00,12.33,5.49,COMPLETED
7395,VOTER011169,PS-019,PROCESSING_COMPLETED,2026-01-15T09:35:00,9.66,7.94,COMPLETED
7396,VOTER011170,PS-020,PROCESSING_COMPLETED,2026-01-15T16:54:00,12.76,4.68,COMPLETED
7397,VOTER011173,PS-023,PROCESSING_COMPLETED,2026-01-15T14:53:00,17.14,6.06,COMPLETED
7398,VOTER011174,PS-024,PROCESSING_COMPLETED,2026-01-15T13:06:00,2.85,10.27,COMPLETED
7399,VOTER011175,PS-025,PROCESSING_COMPLETED,2026-01-15T13:19:00,12.67,1.23,COMPLETED
7400,VOTER011177,PS-027,PROCESSING_COMPLETED,2026-01-15T12:54:00,4.58,4.16,COMPLETED
7401,VOTER011178,PS-028,PROCESSING_COMPLETED,2026-01-15T16:21:00,3.25,6.47,COMPLETED
7402,VOTER011180,PS-030,PROCESSING_COMPLETED,2026-01-15T15:57:00,6.77,7.15,COMPLETED
7403,VOTER011181,PS-031,PROCESSING_COMPLETED,2026-01-15T08:21:00,9.55,5.1,COMPLETED
7404,VOTER011182,PS-032,PROCESSING_COMPLETED,2026-01-15T11:47:00,3.11,6.53,COMPLETED
7405,VOTER011183,PS-033,PROCESSING_COMPLETED,2026-01-15T09:48:00,9.92,6.93,COMPLETED
7406,VOTER011184,PS-034,PROCESSING_COMPLETED,2026-01-15T11:43:00,5.16,4.16,COMPLETED
7407,VOTER011185,PS-035,PROCESSING_COMPLETED,2026-01-15T15:24:00,6.63,6.5,COMPLETED
7408,VOTER011186,PS-036,PROCESSING_COMPLETED,2026-01-15T17:41:00,14.87,4.26,COMPLETED
7409,VOTER011188,PS-038,PROCESSING_COMPLETED,2026-01-15T15:44:00,9.87,7.94,COMPLETED
7410,VOTER011189,PS-039,PROCESSING_COMPLETED,2026-01-15T16:38:00,10.32,8.02,COMPLETED
7411,VOTER011190,PS-040,PROCESSING_COMPLETED,2026-01-15T14:25:00,10.79,5.68,COMPLETED
7412,VOTER011192,PS-042,PROCESSING_COMPLETED,2026-01-15T09:43:00,9.04,5.42,COMPLETED
7413,VOTER011193,PS-043,PROCESSING_COMPLETED,2026-01-15T09:29:00,14.88,2.08,COMPLETED
7414,VOTER011194,PS-044,PROCESSING_COMPLETED,2026-01-15T14:10:00,10.81,5.06,COMPLETED
7415,VOTER011195,PS-045,PROCESSING_COMPLETED,2026-01-15T13:49:00,8.01,6.51,COMPLETED
7416,VOTER011196,PS-046,PROCESSING_COMPLETED,2026-01-15T08:19:00,13.91,3.98,COMPLETED
7417,VOTER011198,PS-048,PROCESSING_COMPLETED,2026-01-15T08:23:00,8.56,7.39,COMPLETED
7418,VOTER011200,PS-050,PROCESSING_COMPLETED,2026-01-15T12:16:00,7.17,8.01,COMPLETED
7419,VOTER011201,PS-001,PROCESSING_COMPLETED,2026-01-15T15:21:00,13.1,5.47,COMPLETED
7420,VOTER011203,PS-003,PROCESSING_COMPLETED,2026-01-15T12:01:00,4.35,5.36,COMPLETED
7421,VOTER011204,PS-004,PROCESSING_COMPLETED,2026-01-15T13:17:00,10.2,3.5,COMPLETED
7422,VOTER011206,PS-006,PROCESSING_COMPLETED,2026-01-15T10:53:00,12.99,4.0,COMPLETED
7423,VOTER011207,PS-007,PROCESSING_COMPLETED,2026-01-15T17:47:00,10.29,5.51,COMPLETED
7424,VOTER011208,PS-008,PROCESSING_COMPLETED,2026-01-15T10:17:00,8.95,10.2,COMPLETED
7425,VOTER011211,PS-011,PROCESSING_COMPLETED,2026-01-15T07:39:00,0.25,6.12,COMPLETED
7426,VOTER011212,PS-012,PROCESSING_COMPLETED,2026-01-15T08:21:00,7.95,2.51,COMPLETED
7427,VOTER011214,PS-014,PROCESSING_COMPLETED,2026-01-15T11:46:00,3.51,5.78,COMPLETED
7428,VOTER011216,PS-016,PROCESSING_COMPLETED,2026-01-15T12:25:00,5.78,5.57,COMPLETED
7429,VOTER011217,PS-017,PROCESSING_COMPLETED,2026-01-15T11:02:00,8.51,6.52,COMPLETED
7430,VOTER011222,PS-022,PROCESSING_COMPLETED,2026-01-15T07:42:00,3.93,4.38,COMPLETED
7431,VOTER011226,PS-026,PROCESSING_COMPLETED,2026-01-15T14:09:00,13.11,4.49,COMPLETED
7432,VOTER011227,PS-027,PROCESSING_COMPLETED,2026-01-15T08:19:00,9.8,8.35,COMPLETED
7433,VOTER011229,PS-029,PROCESSING_COMPLETED,2026-01-15T09:45:00,5.73,4.85,COMPLETED
7434,VOTER011230,PS-030,PROCESSING_COMPLETED,2026-01-15T12:25:00,4.76,4.18,COMPLETED
7435,VOTER011231,PS-031,PROCESSING_COMPLETED,2026-01-15T08:09:00,10.37,6.03,COMPLETED
7436,VOTER011232,PS-032,PROCESSING_COMPLETED,2026-01-15T16:25:00,15.1,6.79,COMPLETED
7437,VOTER011234,PS-034,PROCESSING_COMPLETED,2026-01-15T13:36:00,7.06,11.43,COMPLETED
7438,VOTER011236,PS-036,PROCESSING_COMPLETED,2026-01-15T16:37:00,7.45,4.71,COMPLETED
7439,VOTER011237,PS-037,PROCESSING_COMPLETED,2026-01-15T07:43:00,8.3,5.57,COMPLETED
7440,VOTER011239,PS-039,PROCESSING_COMPLETED,2026-01-15T11:09:00,11.9,4.05,COMPLETED
7441,VOTER011240,PS-040,PROCESSING_COMPLETED,2026-01-15T13:02:00,0.2,1.2,COMPLETED
7442,VOTER011241,PS-041,PROCESSING_COMPLETED,2026-01-15T16:26:00,14.52,5.16,COMPLETED
7443,VOTER011243,PS-043,PROCESSING_COMPLETED,2026-01-15T14:42:00,3.73,7.02,COMPLETED
7444,VOTER011244,PS-044,PROCESSING_COMPLETED,2026-01-15T13:05:00,10.81,1.88,COMPLETED
7445,VOTER011245,PS-045,PROCESSING_COMPLETED,2026-01-15T09:29:00,5.32,2.12,COMPLETED
7446,VOTER011246,PS-046,PROCESSING_COMPLETED,2026-01-15T15:16:00,10.3,6.74,COMPLETED
7447,VOTER011249,PS-049,PROCESSING_COMPLETED,2026-01-15T11:04:00,18.69,5.07,COMPLETED
7448,VOTER011251,PS-001,PROCESSING_COMPLETED,2026-01-15T11:35:00,0.2,3.59,COMPLETED
7449,VOTER011252,PS-002,PROCESSING_COMPLETED,2026-01-15T11:48:00,6.0,3.57,COMPLETED
7450,VOTER011253,PS-003,PROCESSING_COMPLETED,2026-01-15T07:12:00,8.11,11.11,COMPLETED
7451,VOTER011255,PS-005,PROCESSING_COMPLETED,2026-01-15T09:45:00,3.49,4.45,COMPLETED
7452,VOTER011256,PS-006,PROCESSING_COMPLETED,2026-01-15T10:07:00,10.52,5.0,COMPLETED
7453,VOTER011257,PS-007,PROCESSING_COMPLETED,2026-01-15T13:24:00,6.67,6.38,COMPLETED
7454,VOTER011259,PS-009,PROCESSING_COMPLETED,2026-01-15T16:27:00,11.23,5.25,COMPLETED
7455,VOTER011260,PS-010,PROCESSING_COMPLETED,2026-01-15T11:28:00,9.51,4.49,COMPLETED
7456,VOTER011262,PS-012,PROCESSING_COMPLETED,2026-01-15T14:53:00,7.4,5.01,COMPLETED
7457,VOTER011264,PS-014,PROCESSING_COMPLETED,2026-01-15T13:25:00,9.17,7.29,COMPLETED
7458,VOTER011265,PS-015,PROCESSING_COMPLETED,2026-01-15T13:32:00,4.41,3.45,COMPLETED
7459,VOTER011266,PS-016,PROCESSING_COMPLETED,2026-01-15T12:38:00,12.13,7.38,COMPLETED
7460,VOTER011267,PS-017,PROCESSING_COMPLETED,2026-01-15T14:24:00,4.31,10.02,COMPLETED
7461,VOTER011268,PS-018,PROCESSING_COMPLETED,2026-01-15T16:47:00,12.49,9.36,COMPLETED
7462,VOTER011270,PS-020,PROCESSING_COMPLETED,2026-01-15T13:25:00,3.12,3.62,COMPLETED
7463,VOTER011271,PS-021,PROCESSING_COMPLETED,2026-01-15T08:13:00,16.21,1.2,COMPLETED
7464,VOTER011272,PS-022,PROCESSING_COMPLETED,2026-01-15T13:28:00,1.21,7.06,COMPLETED
7465,VOTER011273,PS-023,PROCESSING_COMPLETED,2026-01-15T16:59:00,14.14,2.35,COMPLETED
7466,VOTER011275,PS-025,PROCESSING_COMPLETED,2026-01-15T09:34:00,4.86,4.26,COMPLETED
7467,VOTER011278,PS-028,PROCESSING_COMPLETED,2026-01-15T10:45:00,10.41,8.28,COMPLETED
7468,VOTER011279,PS-029,PROCESSING_COMPLETED,2026-01-15T17:31:00,5.49,8.19,COMPLETED
7469,VOTER011280,PS-030,PROCESSING_COMPLETED,2026-01-15T13:54:00,6.01,4.11,COMPLETED
7470,VOTER011281,PS-031,PROCESSING_COMPLETED,2026-01-15T12:17:00,6.07,7.3,COMPLETED
7471,VOTER011283,PS-033,PROCESSING_COMPLETED,2026-01-15T15:33:00,6.89,2.01,COMPLETED
7472,VOTER011284,PS-034,PROCESSING_COMPLETED,2026-01-15T17:18:00,12.41,4.22,COMPLETED
7473,VOTER011285,PS-035,PROCESSING_COMPLETED,2026-01-15T09:51:00,0.2,5.91,COMPLETED
7474,VOTER011286,PS-036,PROCESSING_COMPLETED,2026-01-15T17:03:00,10.66,6.52,COMPLETED
7475,VOTER011287,PS-037,PROCESSING_COMPLETED,2026-01-15T10:50:00,9.41,5.75,COMPLETED
7476,VOTER011288,PS-038,PROCESSING_COMPLETED,2026-01-15T11:23:00,9.08,4.57,COMPLETED
7477,VOTER011289,PS-039,PROCESSING_COMPLETED,2026-01-15T16:45:00,10.61,8.08,COMPLETED
7478,VOTER011291,PS-041,PROCESSING_COMPLETED,2026-01-15T07:43:00,9.9,8.97,COMPLETED
7479,VOTER011293,PS-043,PROCESSING_COMPLETED,2026-01-15T17:22:00,8.42,5.92,COMPLETED
7480,VOTER011296,PS-046,PROCESSING_COMPLETED,2026-01-15T10:49:00,8.24,1.33,COMPLETED
7481,VOTER011297,PS-047,PROCESSING_COMPLETED,2026-01-15T12:01:00,2.56,4.12,COMPLETED
7482,VOTER011298,PS-048,PROCESSING_COMPLETED,2026-01-15T10:39:00,2.86,3.7,COMPLETED
7483,VOTER011299,PS-049,PROCESSING_COMPLETED,2026-01-15T12:14:00,11.12,7.35,COMPLETED
7484,VOTER011300,PS-050,PROCESSING_COMPLETED,2026-01-15T15:06:00,7.53,7.53,COMPLETED
7485,VOTER011301,PS-001,PROCESSING_COMPLETED,2026-01-15T14:13:00,10.03,4.65,COMPLETED
7486,VOTER011303,PS-003,PROCESSING_COMPLETED,2026-01-15T10:13:00,11.55,5.05,COMPLETED
7487,VOTER011304,PS-004,PROCESSING_COMPLETED,2026-01-15T17:28:00,3.07,6.76,COMPLETED
7488,VOTER011305,PS-005,PROCESSING_COMPLETED,2026-01-15T08:54:00,0.2,4.28,COMPLETED
7489,VOTER011306,PS-006,PROCESSING_COMPLETED,2026-01-15T11:18:00,7.11,1.5,COMPLETED
7490,VOTER011308,PS-008,PROCESSING_COMPLETED,2026-01-15T12:47:00,7.84,4.82,COMPLETED
7491,VOTER011309,PS-009,PROCESSING_COMPLETED,2026-01-15T15:08:00,0.64,3.67,COMPLETED
7492,VOTER011310,PS-010,PROCESSING_COMPLETED,2026-01-15T09:31:00,8.75,6.75,COMPLETED
7493,VOTER011311,PS-011,PROCESSING_COMPLETED,2026-01-15T17:10:00,4.43,7.94,COMPLETED
7494,VOTER011312,PS-012,PROCESSING_COMPLETED,2026-01-15T09:34:00,7.7,7.56,COMPLETED
7495,VOTER011313,PS-013,PROCESSING_COMPLETED,2026-01-15T13:56:00,5.41,6.31,COMPLETED
7496,VOTER011314,PS-014,PROCESSING_COMPLETED,2026-01-15T11:54:00,5.29,4.09,COMPLETED
7497,VOTER011316,PS-016,PROCESSING_COMPLETED,2026-01-15T16:00:00,14.6,5.52,COMPLETED
7498,VOTER011317,PS-017,PROCESSING_COMPLETED,2026-01-15T12:13:00,13.36,3.88,COMPLETED
7499,VOTER011318,PS-018,PROCESSING_COMPLETED,2026-01-15T12:35:00,8.48,5.99,COMPLETED
7500,VOTER011320,PS-020,PROCESSING_COMPLETED,2026-01-15T16:52:00,9.01,1.2,COMPLETED
7501,VOTER011321,PS-021,PROCESSING_COMPLETED,2026-01-15T11:36:00,9.35,2.97,COMPLETED
7502,VOTER011322,PS-022,PROCESSING_COMPLETED,2026-01-15T13:46:00,4.05,8.59,COMPLETED
7503,VOTER011323,PS-023,PROCESSING_COMPLETED,2026-01-15T10:41:00,5.85,6.89,COMPLETED
7504,VOTER011324,PS-024,PROCESSING_COMPLETED,2026-01-15T14:59:00,6.76,1.7,COMPLETED
7505,VOTER011326,PS-026,PROCESSING_COMPLETED,2026-01-15T09:50:00,13.95,7.07,COMPLETED
7506,VOTER011327,PS-027,PROCESSING_COMPLETED,2026-01-15T08:33:00,8.87,6.23,COMPLETED
7507,VOTER011329,PS-029,PROCESSING_COMPLETED,2026-01-15T09:13:00,8.7,7.04,COMPLETED
7508,VOTER011330,PS-030,PROCESSING_COMPLETED,2026-01-15T13:49:00,7.94,6.55,COMPLETED
7509,VOTER011331,PS-031,PROCESSING_COMPLETED,2026-01-15T10:26:00,10.56,6.3,COMPLETED
7510,VOTER011332,PS-032,PROCESSING_COMPLETED,2026-01-15T13:42:00,10.72,8.31,COMPLETED
7511,VOTER011333,PS-033,PROCESSING_COMPLETED,2026-01-15T13:40:00,8.35,7.28,COMPLETED
7512,VOTER011335,PS-035,PROCESSING_COMPLETED,2026-01-15T14:48:00,13.28,1.35,COMPLETED
7513,VOTER011336,PS-036,PROCESSING_COMPLETED,2026-01-15T15:49:00,13.48,5.63,COMPLETED
7514,VOTER011337,PS-037,PROCESSING_COMPLETED,2026-01-15T10:09:00,9.52,5.16,COMPLETED
7515,VOTER011338,PS-038,PROCESSING_COMPLETED,2026-01-15T09:05:00,10.14,3.12,COMPLETED
7516,VOTER011339,PS-039,PROCESSING_COMPLETED,2026-01-15T13:52:00,7.34,5.53,COMPLETED
7517,VOTER011340,PS-040,PROCESSING_COMPLETED,2026-01-15T13:23:00,6.64,5.56,COMPLETED
7518,VOTER011341,PS-041,PROCESSING_COMPLETED,2026-01-15T14:59:00,4.11,5.48,COMPLETED
7519,VOTER011342,PS-042,PROCESSING_COMPLETED,2026-01-15T13:27:00,11.7,10.41,COMPLETED
7520,VOTER011344,PS-044,PROCESSING_COMPLETED,2026-01-15T07:55:00,7.51,7.11,COMPLETED
7521,VOTER011345,PS-045,PROCESSING_COMPLETED,2026-01-15T10:55:00,5.09,3.49,COMPLETED
7522,VOTER011347,PS-047,PROCESSING_COMPLETED,2026-01-15T16:15:00,8.1,6.52,COMPLETED
7523,VOTER011348,PS-048,PROCESSING_COMPLETED,2026-01-15T12:31:00,3.51,7.43,COMPLETED
7524,VOTER011349,PS-049,PROCESSING_COMPLETED,2026-01-15T11:16:00,5.88,7.37,COMPLETED
7525,VOTER011353,PS-003,PROCESSING_COMPLETED,2026-01-15T16:59:00,13.08,6.41,COMPLETED
7526,VOTER011354,PS-004,PROCESSING_COMPLETED,2026-01-15T13:47:00,4.67,6.17,COMPLETED
7527,VOTER011355,PS-005,PROCESSING_COMPLETED,2026-01-15T12:35:00,11.26,5.51,COMPLETED
7528,VOTER011356,PS-006,PROCESSING_COMPLETED,2026-01-15T14:01:00,13.16,5.82,COMPLETED
7529,VOTER011357,PS-007,PROCESSING_COMPLETED,2026-01-15T08:27:00,0.2,4.48,COMPLETED
7530,VOTER011359,PS-009,PROCESSING_COMPLETED,2026-01-15T08:45:00,10.35,7.38,COMPLETED
7531,VOTER011362,PS-012,PROCESSING_COMPLETED,2026-01-15T10:14:00,6.41,9.91,COMPLETED
7532,VOTER011364,PS-014,PROCESSING_COMPLETED,2026-01-15T07:32:00,11.63,5.25,COMPLETED
7533,VOTER011365,PS-015,PROCESSING_COMPLETED,2026-01-15T17:11:00,6.6,3.64,COMPLETED
7534,VOTER011368,PS-018,PROCESSING_COMPLETED,2026-01-15T17:08:00,6.78,6.55,COMPLETED
7535,VOTER011369,PS-019,PROCESSING_COMPLETED,2026-01-15T14:46:00,2.68,1.2,COMPLETED
7536,VOTER011371,PS-021,PROCESSING_COMPLETED,2026-01-15T16:36:00,13.46,7.91,COMPLETED
7537,VOTER011372,PS-022,PROCESSING_COMPLETED,2026-01-15T14:31:00,8.37,9.38,COMPLETED
7538,VOTER011373,PS-023,PROCESSING_COMPLETED,2026-01-15T11:56:00,14.98,3.7,COMPLETED
7539,VOTER011374,PS-024,PROCESSING_COMPLETED,2026-01-15T09:15:00,15.52,10.21,COMPLETED
7540,VOTER011376,PS-026,PROCESSING_COMPLETED,2026-01-15T16:15:00,9.36,8.03,COMPLETED
7541,VOTER011377,PS-027,PROCESSING_COMPLETED,2026-01-15T08:49:00,8.04,7.0,COMPLETED
7542,VOTER011379,PS-029,PROCESSING_COMPLETED,2026-01-15T07:05:00,9.88,4.54,COMPLETED
7543,VOTER011380,PS-030,PROCESSING_COMPLETED,2026-01-15T11:16:00,13.93,3.99,COMPLETED
7544,VOTER011382,PS-032,PROCESSING_COMPLETED,2026-01-15T07:58:00,6.73,5.32,COMPLETED
7545,VOTER011383,PS-033,PROCESSING_COMPLETED,2026-01-15T16:04:00,0.31,7.97,COMPLETED
7546,VOTER011384,PS-034,PROCESSING_COMPLETED,2026-01-15T16:20:00,11.04,7.46,COMPLETED
7547,VOTER011386,PS-036,PROCESSING_COMPLETED,2026-01-15T16:33:00,16.72,6.16,COMPLETED
7548,VOTER011387,PS-037,PROCESSING_COMPLETED,2026-01-15T10:11:00,9.56,6.62,COMPLETED
7549,VOTER011389,PS-039,PROCESSING_COMPLETED,2026-01-15T11:20:00,15.18,1.21,COMPLETED
7550,VOTER011391,PS-041,PROCESSING_COMPLETED,2026-01-15T08:00:00,4.08,5.38,COMPLETED
7551,VOTER011392,PS-042,PROCESSING_COMPLETED,2026-01-15T13:37:00,9.82,6.78,COMPLETED
7552,VOTER011395,PS-045,PROCESSING_COMPLETED,2026-01-15T16:21:00,8.13,11.11,COMPLETED
7553,VOTER011396,PS-046,PROCESSING_COMPLETED,2026-01-15T16:58:00,10.57,6.75,COMPLETED
7554,VOTER011397,PS-047,PROCESSING_COMPLETED,2026-01-15T12:55:00,4.82,6.69,COMPLETED
7555,VOTER011398,PS-048,PROCESSING_COMPLETED,2026-01-15T12:02:00,12.06,3.41,COMPLETED
7556,VOTER011399,PS-049,PROCESSING_COMPLETED,2026-01-15T08:46:00,8.22,3.84,COMPLETED
7557,VOTER011401,PS-001,PROCESSING_COMPLETED,2026-01-15T09:29:00,4.29,4.57,COMPLETED
7558,VOTER011402,PS-002,PROCESSING_COMPLETED,2026-01-15T08:41:00,7.78,4.23,COMPLETED
7559,VOTER011403,PS-003,PROCESSING_COMPLETED,2026-01-15T13:32:00,6.23,9.52,COMPLETED
7560,VOTER011404,PS-004,PROCESSING_COMPLETED,2026-01-15T10:50:00,5.05,7.77,COMPLETED
7561,VOTER011405,PS-005,PROCESSING_COMPLETED,2026-01-15T12:10:00,12.42,5.3,COMPLETED
7562,VOTER011406,PS-006,PROCESSING_COMPLETED,2026-01-15T11:44:00,7.77,6.36,COMPLETED
7563,VOTER011407,PS-007,PROCESSING_COMPLETED,2026-01-15T11:00:00,8.07,4.35,COMPLETED
7564,VOTER011408,PS-008,PROCESSING_COMPLETED,2026-01-15T11:14:00,15.05,6.5,COMPLETED
7565,VOTER011409,PS-009,PROCESSING_COMPLETED,2026-01-15T11:39:00,13.41,4.01,COMPLETED
7566,VOTER011410,PS-010,PROCESSING_COMPLETED,2026-01-15T16:41:00,4.55,6.93,COMPLETED
7567,VOTER011411,PS-011,PROCESSING_COMPLETED,2026-01-15T13:50:00,8.28,6.78,COMPLETED
7568,VOTER011412,PS-012,PROCESSING_COMPLETED,2026-01-15T15:23:00,14.92,2.02,COMPLETED
7569,VOTER011413,PS-013,PROCESSING_COMPLETED,2026-01-15T07:51:00,7.79,3.32,COMPLETED
7570,VOTER011414,PS-014,PROCESSING_COMPLETED,2026-01-15T16:54:00,11.59,9.73,COMPLETED
7571,VOTER011415,PS-015,PROCESSING_COMPLETED,2026-01-15T12:30:00,4.72,7.8,COMPLETED
7572,VOTER011416,PS-016,PROCESSING_COMPLETED,2026-01-15T14:17:00,8.47,4.24,COMPLETED
7573,VOTER011417,PS-017,PROCESSING_COMPLETED,2026-01-15T07:38:00,10.35,9.69,COMPLETED
7574,VOTER011419,PS-019,PROCESSING_COMPLETED,2026-01-15T16:26:00,6.72,8.59,COMPLETED
7575,VOTER011420,PS-020,PROCESSING_COMPLETED,2026-01-15T08:29:00,3.37,1.2,COMPLETED
7576,VOTER011422,PS-022,PROCESSING_COMPLETED,2026-01-15T07:12:00,15.23,6.47,COMPLETED
7577,VOTER011423,PS-023,PROCESSING_COMPLETED,2026-01-15T10:25:00,16.01,4.98,COMPLETED
7578,VOTER011424,PS-024,PROCESSING_COMPLETED,2026-01-15T13:01:00,4.47,8.07,COMPLETED
7579,VOTER011425,PS-025,PROCESSING_COMPLETED,2026-01-15T12:25:00,10.89,5.63,COMPLETED
7580,VOTER011426,PS-026,PROCESSING_COMPLETED,2026-01-15T13:30:00,5.4,9.38,COMPLETED
7581,VOTER011428,PS-028,PROCESSING_COMPLETED,2026-01-15T13:06:00,6.27,3.68,COMPLETED
7582,VOTER011429,PS-029,PROCESSING_COMPLETED,2026-01-15T13:28:00,2.48,8.94,COMPLETED
7583,VOTER011431,PS-031,PROCESSING_COMPLETED,2026-01-15T09:24:00,3.46,5.46,COMPLETED
7584,VOTER011432,PS-032,PROCESSING_COMPLETED,2026-01-15T11:22:00,11.77,6.64,COMPLETED
7585,VOTER011433,PS-033,PROCESSING_COMPLETED,2026-01-15T10:35:00,17.92,5.35,COMPLETED
7586,VOTER011436,PS-036,PROCESSING_COMPLETED,2026-01-15T17:58:00,9.6,4.63,COMPLETED
7587,VOTER011437,PS-037,PROCESSING_COMPLETED,2026-01-15T08:00:00,4.74,3.66,COMPLETED
7588,VOTER011438,PS-038,PROCESSING_COMPLETED,2026-01-15T11:15:00,10.79,2.83,COMPLETED
7589,VOTER011439,PS-039,PROCESSING_COMPLETED,2026-01-15T15:14:00,0.2,1.81,COMPLETED
7590,VOTER011442,PS-042,PROCESSING_COMPLETED,2026-01-15T15:48:00,6.92,6.86,COMPLETED
7591,VOTER011443,PS-043,PROCESSING_COMPLETED,2026-01-15T14:40:00,1.02,7.87,COMPLETED
7592,VOTER011445,PS-045,PROCESSING_COMPLETED,2026-01-15T10:06:00,2.68,5.83,COMPLETED
7593,VOTER011446,PS-046,PROCESSING_COMPLETED,2026-01-15T15:47:00,7.95,4.52,COMPLETED
7594,VOTER011447,PS-047,PROCESSING_COMPLETED,2026-01-15T14:10:00,4.29,8.37,COMPLETED
7595,VOTER011450,PS-050,PROCESSING_COMPLETED,2026-01-15T12:59:00,3.67,1.2,COMPLETED
7596,VOTER011452,PS-002,PROCESSING_COMPLETED,2026-01-15T13:04:00,5.04,4.45,COMPLETED
7597,VOTER011454,PS-004,PROCESSING_COMPLETED,2026-01-15T13:59:00,7.85,4.6,COMPLETED
7598,VOTER011455,PS-005,PROCESSING_COMPLETED,2026-01-15T16:47:00,2.03,7.28,COMPLETED
7599,VOTER011456,PS-006,PROCESSING_COMPLETED,2026-01-15T16:34:00,11.99,4.66,COMPLETED
7600,VOTER011457,PS-007,PROCESSING_COMPLETED,2026-01-15T11:04:00,9.54,1.2,COMPLETED
